Title,Author,Download_Timestamp,MonthRead,Format,Completed,ISBN,Identifiers,Languages,Publication_Date,Publisher,Series,Series_Index,Size,Tags,UUID,Comments,USD Sale Price,Pages,Categories,Width,Thickness,Height,Weight,MonthName
The Little Prince,Antoine de Saint-Exupery,2023-09-22 16:22:03-08:00,1,"epub, mobi",1,9780156012195,"barnesnoble:1100090265,isbn:9780156012195",eng,2000-06-28T23:00:00-08:00,HarperCollins Publishers,Little Prince Series,1.0,582591.0,,a8019189-b57a-4ab5-b839-b1fe3d30204f,The story of an airman's discovery in the desert of a small boy from another planet.ther planet._,10.99,96,"YA, Fiction, Classics",8.0,5.0,0.31,0.45,January
Atalanta,Jennifer Saint,2024-02-22 07:00:05-08:00,1,"epub, mobi",1,9781250855572,"isbn:9781250855572,google:GdF5zwEACAAJ,amazon:1250855578",eng,2023-05-08T23:00:00-08:00,Flatiron Books,,1.0,2958784.0,"Fiction, Fairy Tales; Folk Tales; Legends & Mythology",23def465-9985-484f-b7b7-62c15753440b,,10.99,305,"Greek Mythology, Fiction",6.5,1.0,9.55,2.31,January
Ariadne: A Novel,Jennifer Saint,2023-12-28 18:38:12-08:00,1,mobi,1,9781250773579,"google:B132DwAAQBAJ,mobi-asin:ad59cfb1-61f2-41b5-ac12-63bf9fc1c2f0,isbn:9781250773579,barnesnoble:1137455982",eng,2021-05-03T23:00:00-08:00,Flatiron Books,,1.0,1287874.0,"Fiction, Literary, Fairy Tales; Folk Tales; Legends & Mythology, Women",4d437a82-3ddc-40e3-81bd-e590af0fa911,"A mesmerizing debut novel for fans of Madeline Miller's Circe. Ariadne, Princess of Crete, grows up greeting the dawn from her beautiful dancing floor and listening to her nursemaid’s stories of gods and heroes. But beneath her golden palace echo the ever-present hoofbeats of her brother, the Minotaur, a monster who demands blood sacrifice. When Theseus, Prince of Athens, arrives to vanquish the beast, Ariadne sees in his green eyes not a threat but an escape. Defying the gods, betraying her family and country, and risking everything for love, Ariadne helps Theseus kill the Minotaur. But will Ariadne’s decision ensure her happy ending? And what of Phaedra, the beloved younger sister she leaves behind? Hypnotic, propulsive, and utterly transporting, Jennifer Saint's Ariadne forges a new epic, one that puts the forgotten women of Greek mythology back at the heart of the story, as they strive for a better world.",11.99,320,"Greek Mythology, Fiction",5.35,0.85,8.2,2.31,January
Building Java Programs: A Back to Basics Approach / Edition 5,Stuart Reges & Marty Stepp,2024-03-01 0:00:00,1,"epub, mobi",0,9780135471944,"barnesnoble:1131204000,isbn:9780135471944",eng,2019-03-17T23:00:00-08:00,Pearson Education,,1.0,13404423.0,,ed45a859-198c-44bc-8fd1-26056097c624,"Building Java Programs: A Back to Basics Approach, Third Edition, introduces novice programmers to basic constructs and common pitfalls by emphasizing the essentials of procedural programming, problem solving, and algorithmic reasoning. By using objects early to solve interesting problems and defining objects later in the course, Building Java Programs develops programming knowledge for a broad audience. Break through to improved results with MyProgrammingLab® MyProgrammingLab is an online homework, tutorial, and assessment program that truly engages students in learning. It helps students better prepare for class, quizzes, and exams-resulting in better performance in the course-and provides educators a dynamic set of tools for gauging individual and class progress. And, MyProgrammingLab comes from Pearson, your partner in providing the best digital learning experiences. MyProgrammingLab for Building Java Programs is a total learning package. Through the power of practice and immediate personalized feedback, MyProgrammingLab helps students fully grasp the logic, semantics, and syntax of programming. Instructors using MyProgrammingLab can manage all assessment needs in one program, and easily assign auto-graded homework. Students have the flexibility to practice and self-assess while receiving feedback and tutorial aids. 013345102X / 9780133451023 Student Value Edition - Building Java Programs, 3/e + MyProgrammingLab with Pearson eText Package consists of: 0133375277 / 9780133375275 Building Java Programs, Student Value Edition 0133379787 / 9780133379785 MyProgrammingLab with Pearson eText -- Access Card -- for Building Java Programs Note: MyProgrammingLab is not a self-paced technology and should only be purchased when required by an instructor.",205.89,1232,"Technology, Textbook",7.45,1.6,9.1,3.5,January
The Last Olympian,Rick Riordan,2023-09-22 15:50:23-08:00,1,"epub, mobi",1,9781423101505,"isbn:9781423101505,amazon:1423101502,google:V30anwEACAAJ,barnesnoble:1100260665",eng,2009-05-04T23:00:00-08:00,Disney Hyperion,Percy Jackson and the Olympians,5.0,434880.0,"Juvenile Fiction, General, Action & Adventure, Fantasy & Magic",ec902dda-22f1-440c-8cc7-9bbfbd4992ea,"All year the half-bloods have been preparing for battle against the Titans, knowing the odds of victory are grim. Kronos's army is stronger than ever, and with every god and half-blood he recruits, the evil Titan's power only grows. While the Olympians struggle to contain the rampaging monster Typhon, Kronos begins his advance on New York City, where Mount Olympus stands virtually unguarded. Now it's up to Percy Jackson and an army of young demigods to stop the Lord of Time.",6.99,432,"YA, Fiction, Greek Mythology",5.5,1.05,8.4,0.6,January
The Lightning Thief,Rick Riordan,2023-09-22 15:50:23-08:00,1,"epub, mobi",1,9781368051477,"amazon:0786838655,google:PiNUyQEACAAJ,isbn:9781368051477,barnesnoble:1100190320",eng,2006-04-01T23:00:00-08:00,Disney Hyperion,Percy Jackson and the Olympians,1.0,668922.0,"Juvenile Fiction, Media Tie-In, Action & Adventure, General, Legends; Myths; Fables, Greek & Roman, Fiction - Young Adult",d8ffe632-6b10-40d9-bd7e-db34c02800d3,,6.99,416,"YA, Fiction, Greek Mythology",5.5,1.05,8.4,2.31,January
The Sea of Monsters,Rick Riordan,2023-09-22 15:50:23-08:00,1,"epub, mobi",1,9781423103349,"isbn:9781423103349,google:Y39JAQAAIAAJ,barnesnoble:1100327442",eng,2007-03-19T23:00:00-08:00,Disney-Hyperion,Percy Jackson and the Olympians,2.0,600595.0,"Cooking, Courses & Dishes, Confectionery, Juvenile Fiction, Legends; Myths; Fables, General, Social Themes",cbde73fe-531a-4abb-b950-ee6f7f53398e,,6.99,321,"YA, Fiction, Greek Mythology",5.5,1.05,8.4,2.31,January
The Titan's Curse,Rick Riordan,2023-09-22 15:50:23-08:00,1,"epub, mobi",1,9781423101482,"amazon:1423101480,isbn:9781423101482,barnesnoble:1008543852",eng,2008-04-07T23:00:00-08:00,Disney Hyperion,Percy Jackson and the Olympians,3.0,423705.0,,9925e7ba-f717-4a0c-bfa2-f190f7b64169,"When the goddess Artemis goes missing, she is believed to have been kidnapped. And now it's up to Percy and his friends to find out what happened. Who is powerful enough to kidnap a goddess?",6.99,352,"YA, Fiction, Greek Mythology",5.5,1.05,8.4,2.31,January
The Sun and the Star,Rick Riordan,2023-12-28 18:38:11-08:00,1,"epub, mobi",1,9786073836418,"barnesnoble:1143859584,goodreads:195365099,mobi-asin:B0BCY43MD4,isbn:9786073836418",eng,2024-01-23T00:00:00-08:00,PRH Grupo Editorial,Percy Jackson and the Olympians Series,1.0,1328173.0,,836f4ed5-b2a1-49de-83fa-49650f260f8c,,7.99,480,"YA, Fiction, Greek Mythology",5.95,1.29,8.47,,January
The Chalice of the Gods,Rick Riordan,2024-01-01 0:00:00,1,"epub, mobi",1,9781368098175,"barnesnoble:1142532993,google:Old5zwEACAAJ,goodreads:63035432,mobi-asin:B0BJQR12XF,isbn:9781368098175,amazon:1368098177",eng,2023-09-14T21:00:00-08:00,Disney Hyperion,Percy Jackson and the Olympians,6.0,2507018.0,"Fantasy, young adult, Adventure, Childrens",90601d0b-1344-415f-9f99-1f895e9a035a,"After saving the world multiple times, Percy Jackson is hoping to have a normal senior year. Unfortunately, the gods aren't quite done with him. Percy will have to fulfill three quests in order to get the necessary three letters of recommendation from Mount Olympus for college. The first quest is to help Zeus's cup-bearer retrieve his goblet before it falls into the wrong hands. Can Percy, Grover, and Annabeth find it in time? Readers new to Percy Jackson and fans who have been awaiting this reunion for more than a decade will delight equally in this latest hilarious take on Greek mythology.",10.99,288,"YA, Fiction, Greek Mythology",5.82,1.03,8.55,2.31,January
The Battle of the Labyrinth,Rick Riordan,2023-09-22 15:50:23-08:00,1,"epub, mobi",1,9781423101499,"amazon:1423101499,isbn:9781423101499,barnesnoble:1100260664,google:C6HWzwEACAAJ",eng,2009-04-06T23:00:00-08:00,Disney Hyperion,Percy Jackson and the Olympians,4.0,362455.0,"Juvenile Fiction, Action & Adventure, General, Horror, Legends; Myths; Fables",89631e87-ca59-416a-a005-aed32aab648c,"Percy Jackson isn't expecting freshman orientation to be any fun. But when a mysterious mortal acquaintance appears on campus, followed by demon cheerleaders, things quickly move from bad to diabolical. In this latest installment of the blockbuster series, time is running out as war between the Olympians and the evil Titan lord Kronos draws near.",6.99,400,"YA, Fiction, Greek Mythology",5.19,0.94,7.54,2.31,January
Loveless,Alice Oseman,2023-09-22 16:48:00-08:00,2,"epub, mobi",1,9781338751956,"google:R4IJEAAAQBAJ,isbn:9781338751956,barnesnoble:1138285683",eng,2022-03-01T00:00:00-08:00,Scholastic Inc.,,1.0,1899263.0,"Young Adult Fiction, Lgbtq, Social Themes, Emotions & Feelings, Coming of Age",66559eb1-7ebd-4f8a-94d2-e829273a146d,,11.99,432,"YA, Fiction, Queer",6.0,1.5,8.5,2.31,February
Nick and Charlie,Alice Oseman,2023-09-22 16:48:00-08:00,2,"epub, mobi",1,9781338885101,"isbn:9781338885101,ff:o/alice-oseman/nick-and-charlie,barnesnoble:1122088152,goodreads:25793458,google:OeY5zwEACAAJ,amazon:1338885103",eng,2023-01-03T00:00:00-08:00,"Scholastic, Inc.",Heartstopper,0.0,342934.0,"Young Adult Fiction, Coming of Age, Lgbtq, People & Places, Europe, Romance, Social Themes, Emotions & Feelings",59f6e89b-dd50-4602-b5f1-410b1017ecc3,"From the mega-bestselling creator of Heartstopper, a must-have novella in which Heartstopper's lead characters, Nick and Charlie, face one of their biggest challenges yet. Absence makes the heart grow fonder... right? Everyone knows that Nick and Charlie love their nearly inseparable life together. But soon Nick will be leaving for university, and Charlie, a year younger, will be left behind. Everyone's asking if they're staying together, which is a stupid question... or at least that's what Nick and Charlie assume at first. As the time to say goodbye gets inevitably closer, both Nick and Charlie start to question whether their love is strong enough to survive being apart. Charlie is sure he's holding Nick back... and Nick can't tell what Charlie's thinking. Things spiral from there. Everyone knows that first loves rarely last forever. What will it take for Nick and Charlie to defy the odds?",10.99,208,"YA, Fiction, Queer",5.75,0.75,8.5,0.6,February
Heartstopper Volume 2,Alice Oseman,2023-09-22 16:10:58-08:00,2,"epub, mobi",1,9781444951400,"isbn:9781444951400,amazon:1444951408",eng,2019-07-10T23:00:00-08:00,Hodder Children's Books,Heartstopper,2.0,22705291.0,,34ae931b-c4da-4497-ad8c-5d73a6fbdd65,"*Now an acclaimed live-action Netflix series!* Boy meets boy. Boys become friends. Boys fall in love. An LGBTQ+ graphic novel about life, love, and everything that happens in between: this is the second volume of the bestselling HEARTSTOPPER series. *Includes exclusive Tara/Darcy story!* 'Absolutely delightful. Sweet, romantic, kind. Beautifully paced. I loved this book.' RAINBOW ROWELL, author of Carry On Nick and Charlie are best friends. Nick knows Charlie's gay, and Charlie is sure that Nick isn't. But love works in surprising ways, and Nick is discovering all kinds of things about his friends, his family ... and himself. By Alice Oseman, winner of the YA Book Prize, Heartstopper is about friendship, loyalty and mental illness. It encompasses all the small moments of Nick and Charlie's lives that together make up something larger, which speaks to all of us. 'The queer graphic novel we wished we had at high school.' Gay Times Heartstopper Volume 2 was Children's #3 bestseller in the TCM chart on 15 August 2023",10.99,320,"YA, Graphic Novel, Queer",5.5,1.05,8.4,1,February
Heartstopper Volume 1,Alice Oseman,2023-09-22 16:02:37-08:00,2,"epub, mobi",1,9781338617443,"isbn:9781338617443,amazon:1338617443",eng,2020-05-04T23:00:00-08:00,Graphix,Heartstopper,1.0,18671483.0,,e16baf03-3813-42f1-bfa7-1c39d32019eb,"*Now a live-action Netflix series!* Boy meets boy. Boys become friends. Boys fall in love. Heartstopper is the bestselling LGBTQ+ graphic novel: this new edition - with a cover including Alice Oseman's artwork and photographs showing characters from the Netflix show - also contains exclusive pages from Alice's original TV scripts. 'Absolutely delightful. Sweet, romantic, kind. Beautifully paced. I loved this book.' RAINBOW ROWELL, author of Carry On Charlie and Nick are at the same school, but they've never met ... until one day when they're made to sit together. They quickly become friends, and soon Charlie is falling hard for Nick, even though he doesn't think he has a chance. But love works in surprising ways, and Nick is more interested in Charlie than either of them realised. By Alice Oseman, winner of the YA Book Prize, Heartstopper is about love, friendship, loyalty and mental illness. It encompasses all the small moments of Nick and Charlie's lives that together make up something larger, which speaks to all of us. 'The queer graphic novel we wished we had at high school.' Gay Times This is the TV tie-in edition of the first volume of Heartstopper. Heartstopper was Children's #1 bestseller in the TCM chart on 23 April 2022.",10.99,288,"YA, Graphic Novel, Queer",6.4,1.2,9.0,2.31,February
Heartstopper Volume 4,Alice Oseman,2023-09-22 16:02:37-08:00,2,"epub, mobi",1,9781444952797,"isbn:9781444952797,google:qOfODwAAQBAJ,amazon:144495279X",eng,2021-05-05T23:00:00-08:00,Hodder Children's Books,Heartstopper,4.0,26968777.0,"Juvenile Fiction, Love & Romance, Social Themes, Depression & Mental Illness, Young Adult Fiction, Romance, Lgbtq, Comics & Graphic Novels, Boys & Men, General",e146ca43-21b8-4cb2-93fe-41d358163d38,"The fourth volume in the wonderfully sweet Heartstopper series, featuring gorgeous two-color artwork. Now streaming on Netflix! Charlie and Nick's relationship has been going really well, and Charlie thinks he's ready to say those three little words: I love you. Nick feels the same way, but he's got a lot on his mind -- especially the thought of coming out to his dad and the fact that Charlie might have an eating disorder. As a new school year begins, Charlie and Nick will have to learn what love really means.",9.99,384,"YA, Graphic Novel, Queer",5.5,1.05,8.4,1.2,February
Heartstopper Volume 3,Alice Oseman,2023-09-22 16:02:37-08:00,2,"epub, mobi",1,9781338617528,"isbn:9781338617528,barnesnoble:1136672455",eng,2021-05-03T23:00:00-08:00,"Scholastic, Inc.",Heartstopper,3.0,26609212.0,,f2606063-da63-45cc-8c75-5b1915f6c6d9,"The third volume in the poignant and sweet Heartstopper series, featuring beautiful two-color artwork! Now streaming on Netflix! Charlie didn't think Nick could ever like him back, but now they're officially boyfriends. Nick has even found the courage to come out to his mom.But coming out isn't something that happens just once, and Nick and Charlie try to figure out when to tell their friends that they're dating. Not being out to their classmates gets even harder during a school trip to Paris. As Nick and Charlie's feelings get more serious, they'll need each other more than ever.",9.99,384,"YA, Graphic Novel, Queer",5.9,0.9,8.9,1.2,February
Head First Design Patterns: Building Extensible and Maintainable Object-Oriented Software,Eric Freeman & Elisabeth Robson,2024-08-01 0:00:00,2,"epub, mobi",0,9781492078005,"google:3GqAzQEACAAJ,isbn:9781492078005,barnesnoble:1137066903",eng,2020-12-29T00:00:00-08:00,O'Reilly,,1.0,121512126.0,"Computers, Computer Science, Software Development & Engineering, General, Languages, Java",f44e1f3b-7a7f-421f-852b-23318900d4ad,"What will you learn from this book? You know you don't want to reinvent the wheel, so you look to Design Patterns: the lessons learned by those who've faced the same software design problems. With Design Patterns, you get to take advantage of the best practices and experience of others so you can spend your time on something more challenging. Something more fun. This book shows you the patterns that matter, when to use them and why, how to apply them to your own designs, and the object-oriented design principles on which they're based. Join hundreds of thousands of developers who've improved their object-oriented design skills through Head First Design Patterns. What's so special about this book? If you've read a Head First book, you know what to expect: a visually rich format designed for the way your brain works. With Head First Design Patterns, 2E you'll learn design principles and patterns in a way that won't put you to sleep, so you can get out there to solve software design problems and speak the language of patterns with others on your team.",53.33,669,"Technology, Textbook",7.75,1.5,9.0,2.65,February
Succession - Season Three: The Complete Scripts,Jesse Armstrong,2023-09-07 16:34:54-08:00,3,"mobi, pdf",0,9780571384020,"barnesnoble:1143351930,mobi-asin:B0C26Y815C,amazon:B0C26Y815C,google:c6u4EAAAQBAJ,isbn:9780571384020",eng,2023-05-29T23:00:00-08:00,Faber & Faber,Succession,3.0,3439257.0,"Performing Arts, Screenplays",37a91f99-e8c0-4961-83c6-a013275fd5a6,"The complete, authorised scripts, including deleted scenes, of the multiple award-winning Succession . 'The smartest, cruellest, funniest show on television.' Irish Times 'The most thrilling and beautifully obscene TV there is.' Guardian 'Miraculously funny yet mind-blowingly intense.' Empire ** Winner of thirteen Emmys, five Golden Globes, three BAFTAs and a Grammy. ** With an exclusive introduction from Lucy Prebble. 'Love'. You're coming for me with love? In the wake of an ambush by his rebellious son, Kendall, Logan Roy is in a perilous position, scrambling to secure familial, political and financial alliances. A bitter corporate battle threatens to turn into a family civil war. Collected here for the first time, the complete scripts of Succession: Season Three feature unseen extra material, including deleted scenes, alternative dialogue and character directions. They reveal a unique insight into the writing, creation and development of a TV sensation and a screen-writing masterpiece. 'The best TV show in the world.' The Times",21.99,720,Script,12.99,7.48,13.39,2.11,March
Succession – Season One: The Complete Scripts,Jesse Armstrong,2023-09-07 16:34:45-08:00,3,"epub, mobi",0,9780571384006,"google:dj6rEAAAQBAJ,isbn:9780571384006,amazon:B0BTN3JCZC",eng,2023-05-29T17:22:43-08:00,Faber & Faber,Succession,1.0,3049662.0,"Performing Arts, Screenplays",30c3e33c-6174-4706-b3f1-75c8c7fdf500,"The complete, authorised scripts, including deleted scenes, of the multiple award-winning Succession.** Winner of thirteen Emmys, five Golden Globes, three BAFTAs and a Grammy. **With an exclusive introduction from creator Jesse Armstrong.'The most thrilling and beautifully obscene TV there is.' Guardian'Extraordinarily entertaining and incisive.' Empire'One of the most relentlessly paced shows on television.' Rolling StoneEverything I've done in my life is for my children.When Logan Roy, the head of one of the world's largest media and entertainment conglomerates, decides to retire, each of his four grown children follows a personal agenda that doesn't always sync with those of their siblings -- or their father.Collected here for the first time, the complete scripts of Succession: Season One feature unseen extra material, including deleted scenes, alternative dialogue and character directions. They reveal a unique insight into the writing, creation and development of a TV sensation and a screen-writing masterpiece.'Monstrous, near-Shakespearean perfection.' New Statesman",21.99,768,Script,12.99,7.48,13.39,2.25,March
Succession - Season Four: The Complete Scripts,Jesse Armstrong,2023-09-07 16:34:17-08:00,3,"mobi, pdf",0,9780571384037,"google:uNy8EAAAQBAJ,mobi-asin:B0C44SBX23,isbn:9780571384037,barnesnoble:1143351929",eng,2023-07-17T23:00:00-08:00,Faber & Faber,Succession,4.0,3860435.0,"Performing Arts, Screenplays",25fde7ad-d9f7-4269-bcd4-13fcda0d6877,,21.99,656,Script,6.0,2.0,9.0,2.48,March
Succession - Season Two: The Complete Scripts,Jesse Armstrong,2023-09-07 16:28:34-08:00,3,"epub, mobi",0,9780571379750,"barnesnoble:1143351927,isbn:9780571379750,google:-XeUzwEACAAJ,amazon:0571379753",eng,2023-05-17T17:24:03-08:00,Faber & Faber,Succession,2.0,2486343.0,,b787f8e6-54ee-42c2-a1b1-7c80df247cf3,"The complete, authorised scripts, including deleted scenes, of the multiple award-winning Succession . 'The best TV show in the world.' The Times 'Just about the best thing I've ever seen on television.' New Statesman 'The best television around.' Guardian ** Winner of thirteen Emmys, five Golden Globes, three BAFTAs and a Grammy. ** With an exclusive introduction from Frank Rich. I wonder if the sad I'd be from being without you might be less than the sad I get from being with you? Kendall Roy is dealing with fallout from his hostile takeover attempt of Waystar Royco and the heavy guilt from a fatal accident. Shiv stands poised to make her way into the upper-echelons of the company, which is causing complications for Tom, which is causing complications for Greg. Meanwhile, Roman is reacquainting himself with the business by starting at the bottom, as Connor prepares to launch an unlikely bid for president. Collected here for the first time, the complete scripts of Succession: Season Two feature unseen extra material, including deleted scenes, alternative dialogue and character directions. They reveal a unique insight into the writing, creation and development of a TV sensation and a screen-writing masterpiece.",21.99,784,Script,12.99,7.48,13.39,2.3,March
Probability and Statistical Inference,Zimmerman,2023-12-28 18:38:12-08:00,3,"epub, mobi, pdf",0,321920287,isbn:0321920287,Unknown,2013-11-05T04:42:45-08:00,Unknown,,1.0,3328385.0,,c8605382-0b2d-4d9c-a410-c5c0117491bb,"For a one- or two-semester course; calculus background presumed, no previous study of probability or statistics is required. Written by three veteran statisticians, this applied introduction to probability and statistics emphasizes the existence of variation in almost every process, and how the study of probability and statistics helps us understand this variation. Designed for students with a background in calculus, this book continues to reinforce basic mathematical concepts with numerous real-world examples and applications to illustrate the relevance of key concepts.",10.99,484,"Mathematical statistics, Textbook",5.5,1.05,8.4,,March
Play It as It Lays,Joan Didion,2024-11-12 19:34:55-08:00,3,"epub, mobi",1,9781504045674,isbn:9781504045674,eng,2013-08-01T00:00:00-08:00,Open Road Media,,1.0,1235435.0,,0a636ea6-f93b-48da-9f10-c4f2ec790d98,,10.99,240,Fiction,5.5,1.05,8.4,,March
Operating System Concepts,Abraham Silberschatz & Peter B. Galvin,2024-03-01 0:00:00,3,pdf,0,9781119800361,"amazon:1119800366,isbn:9781119800361",eng,2021-02-09T00:00:00-08:00,Wiley,,1.0,10883254.0,,2211a084-accf-44dc-b5f4-fd400934f9e3,,79.99,1095,"Technology, Textbook",6.9,1.5,10.0,3.5,March
A Prayer for the Crown-Shy: A Monk and Robot Book,Becky Chambers,2024-05-02 14:52:07-08:00,4,"epub, mobi",1,9781250236241,"google:ipc9EAAAQBAJ,isbn:9781250236241,amazon:B09CNFL3W7",eng,2022-07-11T23:00:00-08:00,Tordotcom,Monk & Robot,2.0,4959138.0,"Fiction, Science Fiction, Action & Adventure, Apocalyptic & Post-Apocalyptic",f29526a9-d566-4856-a334-1469a551ad5f,"A USA Today Bestseller! “Tender and healing... I’m prescribing a preorder to anyone who has ever felt lost. Stunning, kind, necessary.” —Sarah Gailey on book 1: A Psalm for the Wild-Built A Prayer for the Crown-Shy is a story of kindness and love from one of the foremost practitioners of hopeful SF. After touring the rural areas of Panga, Sibling Dex (a Tea Monk of some renown) and Mosscap (a robot sent on a quest to determine what humanity really needs) turn their attention to the villages and cities of the little moon they call home. They hope to find the answers they seek, while making new friends, learning new concepts, and experiencing the entropic nature of the universe. Becky Chambers's new series continues to ask: in a world where people have what they want, does having more even matter? At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",11.99,160,"Fiction, Short Story",5.3,0.65,8.3,"
                                 2.31 pounds",April
"The Long Way to a Small, Angry Planet",Becky Chambers,2024-11-12 19:34:54-08:00,4,"epub, mobi",1,9781473619777,"amazon:B00ZP64F28,mobi-asin:B00LUJD700,goodreads:26194937,isbn:9781473619777,google:dgFxCQAAQBAJ",eng,2014-07-28T21:00:00-08:00,Hodder & Stoughton,Wayfarers,1.0,1675007.0,"Gay, Adult, Fantasy, Adventure, Fiction, Science Fiction, Action & Adventure, Space Opera, General",86147a2a-7537-4b01-8740-e7fec02a3aba,,10.99,423,"Sci-Fi, Fiction",5.5,1.05,8.4,,April
A Psalm for the Wild-Built,Becky Chambers,2024-05-02 14:52:16-08:00,4,"epub, mobi",1,9781250236210,"isbn:9781250236210,goodreads:40864002,google:XgT6DwAAQBAJ,amazon:1250236215",eng,2021-07-12T23:00:00-08:00,Tordotcom,Monk & Robot,1.0,414058.0,"Fiction, Action & Adventure, Apocalyptic & Post-Apocalyptic, Science Fiction, Fantasy, Adult",3d661988-3323-45ec-ae9f-375dac04b3d1,"Winner of the Hugo Award! In A Psalm for the Wild-Built, bestselling Becky Chambers's delightful new Monk and Robot series, gives us hope for the future. It's been centuries since the robots of Panga gained self-awareness and laid down their tools; centuries since they wandered, en masse, into the wilderness, never to be seen again; centuries since they faded into myth and urban legend. One day, the life of a tea monk is upended by the arrival of a robot, there to honor the old promise of checking in. The robot cannot go back until the question of ""what do people need?"" is answered. But the answer to that question depends on who you ask, and how. They're going to need to ask it a lot. Becky Chambers's new series asks: in a world where people have what they want, does having more matter? At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",11.99,160,"Fiction, Short Story",5.25,0.65,8.3,"
                                 8 ounces",April
The Will of the Many,James Islington,2024-11-12 19:34:54-08:00,4,"epub, mobi",1,9781982141196,"amazon:B0BHTMBW5B,google:jlGUEAAAQBAJ,isbn:9781982141196",eng,2023-05-23T00:00:00-08:00,S&S/Saga Press,Hierarchy,1.0,4859400.0,"Fiction, Fantasy, Epic, Action & Adventure, Historical, General",3b400ede-d991-426f-9bff-7930cc3967dd,"At the elite Catenan Academy, a young fugitive uncovers layered mysteries and world-changing secrets in this new fantasy series by internationally bestselling author of The Licanius Trilogy, James Islington. AUDI. VIDE. TACE. The Catenan Republic—the Hierarchy—may rule the world now, but they do not know everything. I tell them my name is Vis Telimus. I tell them I was orphaned after a tragic accident three years ago, and that good fortune alone has led to my acceptance into their most prestigious school. I tell them that once I graduate, I will gladly join the rest of civilised society in allowing my strength, my drive and my focus—what they call Will—to be leeched away and added to the power of those above me, as millions already do. As all must eventually do. I tell them that I belong, and they believe me. But the truth is that I have been sent to the Academy to find answers. To solve a murder. To search for an ancient weapon. To uncover secrets that may tear the Republic apart. And that I will never, ever cede my Will to the empire that executed my family. To survive, though, I will still have to rise through the Academy’s ranks. I will have to smile, and make friends, and pretend to be one of them and win. Because if I cannot, then those who want to control me, who know my real name, will no longer have any use for me. And if the Hierarchy finds out who I truly am, they will kill me.",10.99,640,"Greek Mythology, Fiction",5.5,1.05,8.4,,April
